,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,NUMBER
0,0.42465344071388245,0.820690393447876,5.016976842853182e-07,0.3706510066986084,0.7392476797103882,-0.01992201805114746,0.3466358780860901,0.6444652080535889,-0.03487945348024368,0.377029150724411,0.5675934553146362,-0.04988477751612663,0.4251478910446167,0.5405818819999695,-0.06403876841068268,0.37962374091148376,0.5522700548171997,-0.02371862530708313,0.3660186231136322,0.4430069923400879,-0.049456704407930374,0.35685834288597107,0.3579444885253906,-0.07351964712142944,0.3483874797821045,0.28443029522895813,-0.09132474660873413,0.4252033233642578,0.5526416301727295,-0.02658424712717533,0.4305742084980011,0.44856202602386475,-0.04786131903529167,0.4275461435317993,0.3819523751735687,-0.06138291582465172,0.4252811074256897,0.33186039328575134,-0.0697898417711258,0.466143935918808,0.5773781538009644,-0.031740713864564896,0.4647875428199768,0.5037249326705933,-0.0544537678360939,0.43127599358558655,0.5326133966445923,-0.051318392157554626,0.4073018431663513,0.584104061126709,-0.04299081861972809,0.5046597719192505,0.6226450800895691,-0.039361096918582916,0.5074657201766968,0.5527507066726685,-0.05850038677453995,0.4822531044483185,0.5382323861122131,-0.05473802983760834,0.4574493169784546,0.5497172474861145,-0.04674350097775459,6
1,0.4326522946357727,0.7975159883499146,4.3705992425202567e-07,0.3836463987827301,0.7362543344497681,-0.03568887710571289,0.3651222884654999,0.6339965462684631,-0.051690228283405304,0.4159334897994995,0.5731218457221985,-0.06279204785823822,0.47247475385665894,0.5501946806907654,-0.07464540749788284,0.3853483498096466,0.4684537351131439,-0.02942791022360325,0.3740289807319641,0.3461519181728363,-0.051939964294433594,0.3704637587070465,0.2554832398891449,-0.0737001970410347,0.3668071925640106,0.17856326699256897,-0.0914335623383522,0.43587765097618103,0.47274652123451233,-0.031369104981422424,0.4396341145038605,0.3468102812767029,-0.047851014882326126,0.4454668164253235,0.25304773449897766,-0.0693259984254837,0.45146307349205017,0.17538616061210632,-0.08539726585149765,0.4796060621738434,0.5142637491226196,-0.03710322082042694,0.49954599142074585,0.39595556259155273,-0.06435973197221756,0.5037015676498413,0.30093348026275635,-0.09101714938879013,0.510688066482544,0.21891242265701294,-0.10992347449064255,0.5196651220321655,0.592506468296051,-0.044633954763412476,0.5210592746734619,0.5433838367462158,-0.07857724279165268,0.4959959387779236,0.5513578653335571,-0.08890797197818756,0.47493037581443787,0.5699889659881592,-0.09316134452819824,6
2,0.44863638281822205,0.9326529502868652,7.01440797001851e-07,0.39555624127388,0.8650435209274292,-0.02796112932264805,0.382315456867218,0.757465660572052,-0.04249025881290436,0.4354984760284424,0.687161386013031,-0.05622045695781708,0.48635849356651306,0.6561061143875122,-0.06898488849401474,0.4019891023635864,0.6502816677093506,-0.02901078388094902,0.39579740166664124,0.5387011170387268,-0.058056849986314774,0.3902513384819031,0.4553641676902771,-0.08112180978059769,0.3864825963973999,0.38598036766052246,-0.09676041454076767,0.4525379240512848,0.6483141183853149,-0.032701004296541214,0.4593982994556427,0.5315381288528442,-0.05970658361911774,0.4606803059577942,0.44384485483169556,-0.07957347482442856,0.4649651050567627,0.3657299876213074,-0.09084398299455643,0.4970707297325134,0.678225040435791,-0.03972344100475311,0.5044705271720886,0.6184291839599609,-0.07336819916963577,0.4889656901359558,0.6637973785400391,-0.08007968962192535,0.4788130819797516,0.7044111490249634,-0.07518529891967773,0.5375671982765198,0.7315741777420044,-0.04922850802540779,0.5473392009735107,0.6698601245880127,-0.07555267214775085,0.531399667263031,0.687007486820221,-0.0745382085442543,0.5170508623123169,0.7131063342094421,-0.06697498261928558,6
3,0.4389922022819519,0.8069890141487122,5.313865472089674e-07,0.3910110890865326,0.7385024428367615,-0.03745780885219574,0.36903420090675354,0.638266921043396,-0.05611157417297363,0.4173600673675537,0.5689103603363037,-0.07017842680215836,0.4730377495288849,0.5442378520965576,-0.0836152583360672,0.3905196487903595,0.48216062784194946,-0.03248163312673569,0.3811732232570648,0.36352378129959106,-0.05883537232875824,0.37917160987854004,0.2758322060108185,-0.08401310443878174,0.3779391646385193,0.20214247703552246,-0.1029839813709259,0.4433252215385437,0.4882103502750397,-0.032499078661203384,0.4460541605949402,0.3682335913181305,-0.04939538612961769,0.4454955756664276,0.272882342338562,-0.06809724867343903,0.44629937410354614,0.1884765326976776,-0.08176714181900024,0.4895777702331543,0.5303793549537659,-0.0366792194545269,0.5016446709632874,0.4262193441390991,-0.05793788656592369,0.49873116612434387,0.35791969299316406,-0.0726381316781044,0.49865567684173584,0.3031061589717865,-0.08260159194469452,0.5293883681297302,0.6045293211936951,-0.04425382986664772,0.5321444869041443,0.5486350059509277,-0.06940257549285889,0.5093467235565186,0.5467222332954407,-0.07242486625909805,0.49036046862602234,0.5553892850875854,-0.07130570709705353,6
4,0.4426436424255371,0.8152020573616028,5.768450819232385e-07,0.39392897486686707,0.7529884576797485,-0.031169436872005463,0.3736023008823395,0.6449202299118042,-0.04634840041399002,0.4241235554218292,0.5751882791519165,-0.05785798281431198,0.4823278784751892,0.5526294708251953,-0.07234887033700943,0.39504173398017883,0.48427343368530273,-0.03728121519088745,0.38148942589759827,0.3431006968021393,-0.06164688244462013,0.3795751631259918,0.2458478808403015,-0.08468378335237503,0.3746665120124817,0.15765804052352905,-0.10355310887098312,0.4464290142059326,0.4840245842933655,-0.044822096824645996,0.444189190864563,0.33792808651924133,-0.06476975232362747,0.44505563378334045,0.23157998919487,-0.0902947410941124,0.446167916059494,0.1415279507637024,-0.10882018506526947,0.49287450313568115,0.5260381698608398,-0.05458368360996246,0.5078260898590088,0.3905326724052429,-0.08763274550437927,0.5080708265304565,0.28429752588272095,-0.12042700499296188,0.5102164149284363,0.1952778697013855,-0.14290611445903778,0.5353045463562012,0.6021867394447327,-0.06505568325519562,0.5268046855926514,0.5532162189483643,-0.10491274297237396,0.49664127826690674,0.586613118648529,-0.11660736799240112,0.47327765822410583,0.6299760937690735,-0.1215108335018158,6
5,0.4453656077384949,0.7938823699951172,5.850799311701849e-07,0.39581984281539917,0.7418059706687927,-0.03840549662709236,0.3735089600086212,0.6447271108627319,-0.05915195494890213,0.41947880387306213,0.5760788321495056,-0.07408188283443451,0.4769090712070465,0.5490747690200806,-0.09133284538984299,0.3943250775337219,0.47214335203170776,-0.04900127276778221,0.38150033354759216,0.3255072236061096,-0.07858341187238693,0.3794082701206207,0.22443315386772156,-0.1045076996088028,0.37562480568885803,0.1341511309146881,-0.12420719861984253,0.4442168176174164,0.4763469398021698,-0.052794698625802994,0.44135695695877075,0.3253440260887146,-0.0772804245352745,0.4417824149131775,0.2161606252193451,-0.10302336513996124,0.44258469343185425,0.12326169013977051,-0.12064711004495621,0.48930230736732483,0.5182605385780334,-0.05890446528792381,0.5048381686210632,0.38201799988746643,-0.09479168802499771,0.5087568163871765,0.2733307480812073,-0.1245013177394867,0.5151042342185974,0.17991739511489868,-0.14385449886322021,0.5297382473945618,0.593730628490448,-0.06616368889808655,0.5230504274368286,0.5366750359535217,-0.10549374669790268,0.4974566698074341,0.5647916197776794,-0.11253592371940613,0.48000550270080566,0.6066688299179077,-0.11321745067834854,6
6,0.4502309560775757,0.8225857019424438,4.6507486217706173e-07,0.4015049934387207,0.7522426843643188,-0.03431718423962593,0.3836039900779724,0.6464356184005737,-0.05023190379142761,0.43318119645118713,0.5759478807449341,-0.06127488985657692,0.49049657583236694,0.5517234802246094,-0.07300394773483276,0.39857643842697144,0.509784460067749,-0.0318029448390007,0.3929714560508728,0.38493603467941284,-0.05731120705604553,0.39261335134506226,0.29509425163269043,-0.08167081326246262,0.39270177483558655,0.21915915608406067,-0.09995730966329575,0.44910627603530884,0.511905312538147,-0.03223767504096031,0.4462176263332367,0.38602566719055176,-0.05007433146238327,0.4465368092060089,0.297828733921051,-0.06947527080774307,0.45079687237739563,0.22076407074928284,-0.08293154090642929,0.49590229988098145,0.5456081032752991,-0.03586484119296074,0.5037990212440491,0.4288290739059448,-0.06058065965771675,0.5021849870681763,0.3431154191493988,-0.07890021055936813,0.5064505934715271,0.2691364884376526,-0.09107498824596405,0.5378724932670593,0.6113207936286926,-0.04181544855237007,0.5380322933197021,0.5558532476425171,-0.07037601619958878,0.5179572105407715,0.5767351388931274,-0.07281054556369781,0.5070369839668274,0.6081979870796204,-0.07059744745492935,6
7,0.4571344554424286,0.8317043781280518,5.99942495682626e-07,0.41037631034851074,0.7659803628921509,-0.03715573251247406,0.3949952721595764,0.6659104824066162,-0.05373391881585121,0.4488135278224945,0.6045984029769897,-0.06533761322498322,0.5034724473953247,0.5821823477745056,-0.0793599858880043,0.4118243455886841,0.5014544725418091,-0.038999609649181366,0.3962876498699188,0.36109650135040283,-0.06709180027246475,0.3928906321525574,0.2613430321216583,-0.0937342569231987,0.3871220350265503,0.17254993319511414,-0.11372260749340057,0.46293190121650696,0.5025671720504761,-0.043744854629039764,0.46386247873306274,0.3584834039211273,-0.06663431227207184,0.46495214104652405,0.2524542808532715,-0.09355010837316513,0.4657737612724304,0.16124895215034485,-0.1115821823477745,0.5075490474700928,0.542346715927124,-0.05151110887527466,0.5254897475242615,0.4148482084274292,-0.08425293117761612,0.5295009613037109,0.31371504068374634,-0.1137351244688034,0.5353958606719971,0.2213764488697052,-0.13288894295692444,0.5459639430046082,0.6184723377227783,-0.06102486699819565,0.5465885400772095,0.5682952404022217,-0.09593088924884796,0.5274533033370972,0.6056013703346252,-0.10132557153701782,0.5166928768157959,0.6510787010192871,-0.10123579949140549,6
8,0.4625011682510376,0.8490267395973206,6.353128014779941e-07,0.4155355989933014,0.7921415567398071,-0.03757195919752121,0.40107786655426025,0.6910824775695801,-0.05302894115447998,0.45874959230422974,0.6323219537734985,-0.06287156045436859,0.5130661725997925,0.608787477016449,-0.07510865479707718,0.4217110276222229,0.5231843590736389,-0.03809785470366478,0.41097843647003174,0.3928676247596741,-0.06409281492233276,0.41035088896751404,0.2987836003303528,-0.08911753445863724,0.40600067377090454,0.2150985598564148,-0.10844533890485764,0.4741542339324951,0.5194789171218872,-0.043070510029792786,0.47929590940475464,0.3803325891494751,-0.06392107158899307,0.4822253882884979,0.27819862961769104,-0.09044799953699112,0.48315486311912537,0.18627282977104187,-0.10842834413051605,0.51729416847229,0.5577303171157837,-0.051270660012960434,0.5365785956382751,0.434087336063385,-0.08466161042451859,0.5425087213516235,0.3328152298927307,-0.11742179840803146,0.5489228367805481,0.2385970652103424,-0.13890546560287476,0.5541170835494995,0.63399338722229,-0.060986801981925964,0.5560535788536072,0.5973289012908936,-0.09861724823713303,0.5353965759277344,0.6400353908538818,-0.10781688243150711,0.5210620164871216,0.6862625479698181,-0.1106780543923378,6
9,0.48077595233917236,0.8792961835861206,5.8682610415417e-07,0.42865389585494995,0.8317309021949768,-0.0416666641831398,0.40930914878845215,0.7369449138641357,-0.060979437083005905,0.4610292911529541,0.6695845127105713,-0.07391580194234848,0.5165401697158813,0.6397580504417419,-0.08843524754047394,0.428341269493103,0.5622996687889099,-0.04239095374941826,0.4181579053401947,0.43591374158859253,-0.07047082483768463,0.4158276319503784,0.3410835564136505,-0.09737269580364227,0.4113173484802246,0.25638216733932495,-0.11776570230722427,0.48313412070274353,0.5563369393348694,-0.04314114898443222,0.4855809807777405,0.4234171509742737,-0.06597422808408737,0.4889329969882965,0.3208158314228058,-0.09189638495445251,0.4906802773475647,0.23341280221939087,-0.10942082107067108,0.5308488011360168,0.592358410358429,-0.0470857098698616,0.5484113693237305,0.4658574163913727,-0.08060401678085327,0.5528006553649902,0.36634576320648193,-0.10901425033807755,0.5584070682525635,0.2809438109397888,-0.1269627809524536,0.5722908973693848,0.6668233275413513,-0.05288844183087349,0.5744701623916626,0.6131643652915955,-0.0893045961856842,0.5534427165985107,0.6429968476295471,-0.09605393558740616,0.5391852855682373,0.6865509748458862,-0.09636043757200241,6
