,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,LETTER
0,0.5211610794067383,0.6221578121185303,-1.1999700291198678e-06,0.44768980145454407,0.5708464980125427,-0.06241152808070183,0.42309319972991943,0.502951443195343,-0.11163643002510071,0.45764338970184326,0.48484325408935547,-0.1539892703294754,0.5010908842086792,0.49851709604263306,-0.19230103492736816,0.4676334857940674,0.3148704767227173,-0.08626040816307068,0.47923216223716736,0.38796383142471313,-0.16229604184627533,0.4685370922088623,0.49610865116119385,-0.21853134036064148,0.45069199800491333,0.5816304683685303,-0.24776996672153473,0.5622453093528748,0.32564854621887207,-0.08792110532522202,0.5753939151763916,0.40243834257125854,-0.16179412603378296,0.54096519947052,0.5165737867355347,-0.19069480895996094,0.508307933807373,0.6027119159698486,-0.19566534459590912,0.6386497020721436,0.3702385127544403,-0.09566690772771835,0.6533305644989014,0.450725257396698,-0.16011810302734375,0.6009566783905029,0.5485007762908936,-0.15930940210819244,0.554770827293396,0.6113349199295044,-0.14315155148506165,0.6909847259521484,0.4328323304653168,-0.10933971405029297,0.6908416748046875,0.5054786205291748,-0.14801687002182007,0.6401151418685913,0.5745323300361633,-0.13778015971183777,0.6003986597061157,0.6099027395248413,-0.11843466758728027,M
1,0.4851346015930176,0.6747316122055054,-5.783988399343798e-07,0.4279404878616333,0.6048780679702759,-0.04227184131741524,0.44288671016693115,0.4599166214466095,-0.05754106491804123,0.5145362019538879,0.37615305185317993,-0.07033431529998779,0.5743665099143982,0.31117796897888184,-0.07891394942998886,0.42996472120285034,0.3683764636516571,-0.0014365168754011393,0.43073198199272156,0.2816426753997803,-0.0437856987118721,0.4342375695705414,0.35659849643707275,-0.08048076927661896,0.4373099207878113,0.4418700337409973,-0.09946296364068985,0.4867938458919525,0.3628518283367157,0.0013402971671894193,0.4855958819389343,0.24811869859695435,-0.03870607540011406,0.4795564115047455,0.321622371673584,-0.06766726076602936,0.47452425956726074,0.4060138463973999,-0.07882028818130493,0.5415167212486267,0.38426560163497925,-0.005177883431315422,0.5591516494750977,0.24963095784187317,-0.048777561634778976,0.5406925678253174,0.31213584542274475,-0.06818404793739319,0.5250271558761597,0.3886433243751526,-0.07361543923616409,0.5929074883460999,0.423225462436676,-0.015021233819425106,0.5879957675933838,0.3695574700832367,-0.058222439140081406,0.5651816725730896,0.4362527132034302,-0.07206006348133087,0.5520980358123779,0.49856698513031006,-0.0751616433262825,M
2,0.4779185354709625,0.670271635055542,-5.908436264689954e-07,0.4193713665008545,0.5971887707710266,-0.04073077440261841,0.43245184421539307,0.4537053406238556,-0.056698039174079895,0.5032260417938232,0.36678338050842285,-0.070668525993824,0.5614141225814819,0.29575788974761963,-0.08067591488361359,0.4246913194656372,0.36016687750816345,0.0011163805611431599,0.41890376806259155,0.278783917427063,-0.043511535972356796,0.4213324785232544,0.35379090905189514,-0.08302029967308044,0.42491570115089417,0.4391818046569824,-0.10372836887836456,0.4802818298339844,0.35665521025657654,0.003112474223598838,0.4711903929710388,0.24719592928886414,-0.03896681219339371,0.4627401530742645,0.3185407817363739,-0.0696495771408081,0.45591720938682556,0.4032399654388428,-0.08206725120544434,0.5354318618774414,0.3775104880332947,-0.004413821268826723,0.5458644032478333,0.24390560388565063,-0.048808302730321884,0.5253336429595947,0.30418694019317627,-0.06830917298793793,0.507717490196228,0.38016167283058167,-0.07399708032608032,0.5876057744026184,0.41418805718421936,-0.01519816368818283,0.575435221195221,0.3614540100097656,-0.05829431489109993,0.550140917301178,0.4298580288887024,-0.07148315012454987,0.5359628200531006,0.492570698261261,-0.07415196299552917,M
3,0.4948945641517639,0.7615868449211121,-7.186740162978822e-07,0.4283362329006195,0.6997681856155396,-0.029153116047382355,0.4283905625343323,0.5652868151664734,-0.04517258331179619,0.5055321455001831,0.49347037076950073,-0.06043734773993492,0.5682768225669861,0.43897029757499695,-0.0742303803563118,0.428557813167572,0.469784140586853,-0.011083471588790417,0.411268949508667,0.40616804361343384,-0.05339088663458824,0.40933531522750854,0.48595908284187317,-0.08775094151496887,0.4129061996936798,0.560253381729126,-0.10673119127750397,0.4849410653114319,0.4588967561721802,-0.01642552576959133,0.4664577543735504,0.3694029450416565,-0.060788244009017944,0.4574740529060364,0.4586315453052521,-0.0870625227689743,0.45347529649734497,0.54344642162323,-0.09588343650102615,0.5433868169784546,0.473041296005249,-0.028284242376685143,0.5415643453598022,0.3476129472255707,-0.07511211186647415,0.5224275588989258,0.43180298805236816,-0.09012070298194885,0.5086201429367065,0.5131033658981323,-0.09241652488708496,0.5989700555801392,0.5064223408699036,-0.04164507985115051,0.5699036121368408,0.48207157850265503,-0.09002210199832916,0.5485713481903076,0.5659903883934021,-0.10343270748853683,0.5415816903114319,0.6271207928657532,-0.10513976216316223,M
4,0.4719591438770294,0.6755499839782715,-6.742902201040124e-07,0.40767908096313477,0.5923464894294739,-0.0346316434442997,0.41484570503234863,0.448731005191803,-0.05200275033712387,0.48587870597839355,0.36501091718673706,-0.06892979145050049,0.5426035523414612,0.2927599549293518,-0.08265036344528198,0.4232844114303589,0.35690388083457947,0.0029917352367192507,0.4069708585739136,0.27839893102645874,-0.04502537474036217,0.39800238609313965,0.35156381130218506,-0.08658506721258163,0.39823490381240845,0.43604549765586853,-0.10800056159496307,0.4764242470264435,0.3550005853176117,0.0005585208418779075,0.4556703269481659,0.24628207087516785,-0.04526834189891815,0.43574756383895874,0.31584781408309937,-0.07704765349626541,0.4260770380496979,0.40230247378349304,-0.08890796452760696,0.5311834812164307,0.3754368722438812,-0.011141630820930004,0.5254622101783752,0.24429382383823395,-0.05564504489302635,0.49616539478302,0.3009054362773895,-0.07402508705854416,0.4771442115306854,0.37351539731025696,-0.07859770953655243,0.5857365131378174,0.410854309797287,-0.025667550042271614,0.5581389665603638,0.3570672869682312,-0.06496927887201309,0.5278297066688538,0.42411741614341736,-0.07469683140516281,0.5132712721824646,0.484255313873291,-0.07502209395170212,M
5,0.47024714946746826,0.6711416840553284,-6.619214900638326e-07,0.403106689453125,0.5924253463745117,-0.031536005437374115,0.4100302755832672,0.4497338831424713,-0.04682416841387749,0.48045042157173157,0.3661458492279053,-0.061841320246458054,0.5389963984489441,0.2955140471458435,-0.07426190376281738,0.42015793919563293,0.3574692904949188,0.004358370788395405,0.40331411361694336,0.28110188245773315,-0.03944581001996994,0.3930547833442688,0.3511153757572174,-0.07746478170156479,0.39145633578300476,0.43058380484580994,-0.09717945754528046,0.4732806384563446,0.3552325665950775,0.0015577016165480018,0.4517368674278259,0.2464471310377121,-0.04082874581217766,0.4338691532611847,0.31816405057907104,-0.07078991085290909,0.42588990926742554,0.40242698788642883,-0.08186174929141998,0.5277092456817627,0.3752632737159729,-0.009629622101783752,0.5221340656280518,0.24126723408699036,-0.05289850011467934,0.49399998784065247,0.30278754234313965,-0.07095468789339066,0.4765511751174927,0.378030925989151,-0.07518171519041061,0.5810061693191528,0.41082125902175903,-0.023062346503138542,0.5501993298530579,0.356475830078125,-0.06313285231590271,0.5207476615905762,0.42413702607154846,-0.07380951195955276,0.5073305368423462,0.4842466413974762,-0.07453323155641556,M
6,0.471149206161499,0.6696888208389282,-5.807643219668535e-07,0.4063664972782135,0.5912793278694153,-0.03659641370177269,0.4143208861351013,0.45169782638549805,-0.05425488203763962,0.48226168751716614,0.36735472083091736,-0.07130211591720581,0.5415268540382385,0.29554352164268494,-0.08526012301445007,0.42005106806755066,0.3582771122455597,0.007175126112997532,0.40385717153549194,0.28279390931129456,-0.0414050817489624,0.3954579532146454,0.35007160902023315,-0.08409134298563004,0.39558374881744385,0.4306040406227112,-0.1061270460486412,0.4727407693862915,0.3562799394130707,0.006229865830391645,0.45352745056152344,0.2467532753944397,-0.040936097502708435,0.4372255206108093,0.3159638047218323,-0.07559308409690857,0.429879754781723,0.3998337984085083,-0.08894800394773483,0.5271438360214233,0.3766768276691437,-0.004323873203247786,0.5235283374786377,0.2437608391046524,-0.05238635465502739,0.49586355686187744,0.30090397596359253,-0.0751737430691719,0.4776580035686493,0.37561699748039246,-0.08150377124547958,0.5808433890342712,0.4112667441368103,-0.01749011129140854,0.5527523756027222,0.35804423689842224,-0.061379823833703995,0.5239799618721008,0.42259401082992554,-0.07557322084903717,0.5098543763160706,0.4813249707221985,-0.07806971669197083,M
7,0.4696737825870514,0.6704070568084717,-6.113990593803464e-07,0.4046144485473633,0.5915542840957642,-0.03618842363357544,0.4101172387599945,0.4518250823020935,-0.05296126380562782,0.47754567861557007,0.3678898215293884,-0.06995802372694016,0.5366472005844116,0.2974677085876465,-0.08399727195501328,0.41995909810066223,0.36019518971443176,0.01028264407068491,0.40389499068260193,0.2818516194820404,-0.037611715495586395,0.39390167593955994,0.3489481806755066,-0.08031385391950607,0.3932305872440338,0.42733314633369446,-0.10274249315261841,0.4716152846813202,0.35799944400787354,0.008348207920789719,0.45408639311790466,0.24804019927978516,-0.039112385362386703,0.4344511032104492,0.3158082365989685,-0.07546483725309372,0.42497682571411133,0.3965809643268585,-0.09024401009082794,0.5251547694206238,0.37801679968833923,-0.003324896330013871,0.5241671800613403,0.24240310490131378,-0.05272966995835304,0.49481526017189026,0.29895636439323425,-0.07695399969816208,0.47612932324409485,0.3734690248966217,-0.08380334824323654,0.5791416168212891,0.41287708282470703,-0.01755809411406517,0.5561325550079346,0.3474351465702057,-0.06268208473920822,0.5293135046958923,0.41170817613601685,-0.0769762173295021,0.5169008374214172,0.4738291800022125,-0.07927484065294266,M
8,0.4679414629936218,0.676561176776886,-6.395956688720617e-07,0.40457722544670105,0.5962938666343689,-0.03751847520470619,0.40776973962783813,0.4523691236972809,-0.05340760946273804,0.4736255407333374,0.3669457733631134,-0.06972695142030716,0.5284757614135742,0.29617035388946533,-0.0822664424777031,0.41429778933525085,0.3653571605682373,0.012231326662003994,0.3992382884025574,0.28069284558296204,-0.03311944752931595,0.3912852108478546,0.35035568475723267,-0.07482369989156723,0.39180463552474976,0.4297695755958557,-0.09743430465459824,0.4656710624694824,0.35910889506340027,0.01149487029761076,0.4470871090888977,0.24826696515083313,-0.03242184594273567,0.4294378459453583,0.3123735785484314,-0.06837007403373718,0.42003023624420166,0.3886657953262329,-0.08464932441711426,0.519886314868927,0.37517794966697693,0.0007667174795642495,0.5186623930931091,0.23734261095523834,-0.04498688504099846,0.4929359257221222,0.2927264869213104,-0.06839346140623093,0.47584614157676697,0.36557984352111816,-0.07624590396881104,0.5761677026748657,0.40592294931411743,-0.013102984987199306,0.5598692297935486,0.3349427282810211,-0.054950907826423645,0.5363025069236755,0.3975592255592346,-0.06827498227357864,0.5250048637390137,0.46008917689323425,-0.07114594429731369,M
9,0.4696497619152069,0.6717846393585205,-6.125078471086454e-07,0.4070732593536377,0.5978293418884277,-0.03903090953826904,0.41235458850860596,0.45322728157043457,-0.056518200784921646,0.47821709513664246,0.3718266487121582,-0.07402502000331879,0.5348893404006958,0.30317234992980957,-0.08808396011590958,0.4217497706413269,0.3645758330821991,0.005188087001442909,0.41071316599845886,0.2827107012271881,-0.04411620646715164,0.39979010820388794,0.3502597510814667,-0.08635080605745316,0.3996334969997406,0.42923668026924133,-0.10809256881475449,0.47422370314598083,0.35991549491882324,0.003944965545088053,0.4619500935077667,0.24278610944747925,-0.04414192959666252,0.4409756362438202,0.30902212858200073,-0.07853205502033234,0.433037132024765,0.392740935087204,-0.0917138010263443,0.5284826159477234,0.3774477243423462,-0.007540833670645952,0.5302066206932068,0.24327905476093292,-0.055998388677835464,0.5000015497207642,0.2992980182170868,-0.07913431525230408,0.48277127742767334,0.3764433264732361,-0.08522699773311615,0.584062933921814,0.4086015820503235,-0.022246962413191795,0.5698298215866089,0.33502063155174255,-0.06445572525262833,0.5431721210479736,0.39606785774230957,-0.07783001661300659,0.5296881198883057,0.46137088537216187,-0.08018410205841064,M
